movie_id,title,uri,genre,recommendation
1593,Night at the Museum,http://dbpedia.org/resource/Night_at_the_Museum,Action Adventure Comedy Family Fantasy,Night at the Museum: Battle of the Smithsonian
254128,San Andreas,http://dbpedia.org/resource/San_Andreas_(film),Action Drama Thriller,White House Down#Blood Diamond
714,Tomorrow Never Dies,http://dbpedia.org/resource/Tomorrow_Never_Dies,Adventure Action Thriller,Quantum of Solace#Skyfall#Mission: Impossible - Rogue Nation#Mission: Impossible III#Die Another Day#The World Is Not Enough#Mission: Impossible II#Dante's Peak#Speed 2: Cruise Control#Casino Royale#The Expendables 2#Mission: Impossible - Ghost Protocol#Mission: Impossible (film)
2024,The Patriot,http://dbpedia.org/resource/The_Patriot_(2000_film),Drama History War Action,The Last Samurai#Windtalkers
163,Ocean's Twelve,http://dbpedia.org/resource/Ocean%27s_Twelve,Thriller Action Adventure Comedy Crime,Lethal Weapon 4#Bad Boys II
787,Mr. & Mrs. Smith,http://dbpedia.org/resource/Mr._%26_Mrs._Smith_(2005_film),Action Comedy Drama Thriller,Edge of Tomorrow
262500,Insurgent,http://dbpedia.org/resource/The_Divergent_Series:_Insurgent,Adventure Science Fiction Thriller,Allegiant
2567,The Aviator,http://dbpedia.org/resource/The_Aviator_(2004_film),Drama,Australia#The Perfect Storm#Ali
38745,Gulliver's Travels,http://dbpedia.org/resource/Gulliver%27s_Travels_(2010_film),Comedy,Fun with Dick and Jane
40805,The Green Hornet,http://dbpedia.org/resource/The_Green_Hornet_(2011_film),Action Crime Comedy,The Other Guys
53182,300: Rise of an Empire,http://dbpedia.org/resource/300:_Rise_of_an_Empire,Action War,The Chronicles of Narnia: Prince Caspian#Wreck-It Ralph#Penguins of Madagascar#Total Recall#The Perfect Storm#The Aviator
41513,The Smurfs,http://dbpedia.org/resource/The_Smurfs_(film),Animation Family Adventure Comedy Fantasy,Shrek Forever After#Shrek the Third#The Croods#The Emperor's New Groove
13700,Home on the Range,http://dbpedia.org/resource/Home_on_the_Range_(2004_film),Animation Family,Tangled#Monsters University#WALLÃ‚Â·E#Madagascar: Escape 2 Africa#Kung Fu Panda 2#Madagascar 3: Europe's Most Wanted#Turbo#Dinosaur
262504,Allegiant,http://dbpedia.org/resource/The_Divergent_Series:_Allegiant,Adventure Science Fiction Thriller,Insurgent
39254,Real Steel,http://dbpedia.org/resource/Real_Steel,Action Science Fiction Drama,Hulk
77931,The Smurfs 2,http://dbpedia.org/resource/The_Smurfs_2,Fantasy Family Comedy Animation,Ratatouille#Stuart Little
1639,Speed 2: Cruise Control,http://dbpedia.org/resource/Speed_2:_Cruise_Control,Action Adventure Thriller,Quantum of Solace#Skyfall#Mission: Impossible - Rogue Nation#Mission: Impossible III#Die Another Day#The World Is Not Enough#Mission: Impossible II#Dante's Peak#Tomorrow Never Dies#Casino Royale#The Expendables 2#Mission: Impossible - Ghost Protocol#Mission: Impossible (film)
80274,Ender's Game,http://dbpedia.org/resource/Ender%27s_Game,Science Fiction Action Adventure,Total Recall#Star Wars: Episode III - Revenge of the Sith#Star Wars: Episode II - Attack of the Clones#Star Wars: Episode I - The Phantom Menace
1571,Live Free or Die Hard,http://dbpedia.org/resource/Live_Free_or_Die_Hard,Action Thriller,The Bourne Legacy#Jason Bourne#True Lies
120,The Lord of the Rings: The Fellowship of the Ring,http://dbpedia.org/resource/The_Lord_of_the_Rings:_The_Fellowship_of_the_Ring,Adventure Fantasy Action,The Hobbit: The Battle of the Five Armies#The Hobbit: An Unexpected Journey
10204,Around the World in 80 Days,http://dbpedia.org/resource/Around_the_World_in_80_Days_(2004_film),Action Adventure Comedy,Charlie's Angels: Full Throttle
8489,Ali,http://dbpedia.org/resource/Ali_(film),Drama,Australia#The Perfect Storm#The Aviator
10588,The Cat in the Hat,http://dbpedia.org/resource/The_Cat_in_the_Hat_(film),Comedy Fantasy Family,Evan Almighty#How the Grinch Stole Christmas
1495,Kingdom of Heaven,http://dbpedia.org/resource/Kingdom_of_Heaven_(film),Drama Action Adventure History War,Exodus: Gods and Kings#Prometheus#The Martian#Gladiator#American Gangster
10137,Stuart Little,http://dbpedia.org/resource/Stuart_Little_(film),Animation Fantasy Family Comedy,Ratatouille#The Smurfs 2
10198,The Princess and the Frog,http://dbpedia.org/resource/The_Princess_and_the_Frog,Romance Family Animation Music,Wreck-It Ralph
286217,The Martian,http://dbpedia.org/resource/The_Martian_(film),Drama Adventure Science Fiction,Interstellar
1635,The Island,http://dbpedia.org/resource/The_Island_(2006_film),Action Thriller Science Fiction Adventure,Battleship#Jurassic World#Green Lantern#G.I. Joe: The Rise of Cobrav#The Hunger Games: Mockingjay - Part 2#Terminator Genisys#X-Men Origins: Wolverine#The Matrix Revolutions#The Matrix Reloaded#Mad Max: Fury Road#Armageddon#G.I. Joe: Retaliation#The Hunger Games: Catching Fire#The Hunger Games: Mockingjay - Part 1#X2#The Day After Tomorrow#Planet of the Apes
9679,Gone in Sixty Seconds,http://dbpedia.org/resource/Gone_in_60_Seconds_(2000_film),Action Crime Thriller,The Fast and the Furious#Fast Five
98,Gladiator,http://dbpedia.org/resource/Gladiator_(2000_film),Action Drama Adventure,Exodus: Gods and Kings
180,Minority Report,http://dbpedia.org/resource/Minority_Report_(film),Action Thriller Science Fiction Mystery,Indiana Jones and the Kingdom of the Crystal Skull#The BFG#War of the Worlds
672,Harry Potter and the Chamber of Secrets,http://dbpedia.org/resource/Harry_Potter_and_the_Chamber_of_Secrets,Adventure Fantasy Family,Harry Potter and the Philosopher's Stone
36557,Casino Royale,http://dbpedia.org/page/Casino_Royale_(1967_film),Adventure Action Thriller,Quantum of Solace#Skyfall#Mission: Impossible - Rogue Nation#Mission: Impossible III#Die Another Day#The World Is Not Enough#Mission: Impossible II#Dante's Peak#Tomorrow Never Dies#Speed 2: Cruise Control#The Expendables 2#Mission: Impossible - Ghost Protocol#Mission: Impossible (film)
869,Planet of the Apes,http://dbpedia.org/resource/Planet_of_the_Apes_(2001_film),Thriller Science Fiction Action Adventure,Battleship#Jurassic World#Green Lantern#G.I. Joe: The Rise of Cobrav#The Hunger Games: Mockingjay - Part 2#Terminator Genisys#X-Men Origins: Wolverine#The Matrix Revolutions#The Matrix Reloaded#Mad Max: Fury Road#Armageddon#G.I. Joe: Retaliation#The Hunger Games: Catching Fire#The Hunger Games: Mockingjay - Part 1#X2#The Day After Tomorrow#The Island
280,Terminator 2: Judgment Day,http://dbpedia.org/resource/Terminator_2:_Judgment_Day,Action Thriller Science Fiction,Terminator Salvation#Terminator 3: Rise of the Machines
11322,Public Enemies,http://dbpedia.org/resource/Public_Enemies_(2009_film),History Crime Drama,Ali
4982,American Gangster,http://dbpedia.org/resource/American_Gangster_(film),Drama Crime,Exodus: Gods and Kings#Prometheus#Kingdom of Heaven#The Martian#Gladiator
36955,True Lies,http://dbpedia.org/resource/True_Lies,Action Thriller,The Bourne Legacy#Jason Bourne#Live Free or Die Hard
18487,The Taking of Pelham 1 2 3,http://dbpedia.org/resource/The_Taking_of_Pelham_123_(2009_film),Thriller Drama Crime,The Perfect Storm#Stuart Little
39451,Little Fockers,http://dbpedia.org/resource/Little_Fockers,Comedy Romance,The Chronicles of Narnia: Prince Caspian#Penguins of Madagascar
27581,The Other Guys,http://dbpedia.org/resource/The_Other_Guys,Action Comedy Crime,The Green Hornet
9268,Eraser,http://dbpedia.org/resource/Eraser_(film),Action Drama Mystery Thriller,The Bourne Ultimatum
68718,Django Unchained,http://dbpedia.org/resource/Django_Unchained,Drama Western,The Amazing Spider-Man 2#Penguins of Madagascar#Total Recall#The Perfect Storm#The Aviator
10545,The Hunchback of Notre Dame,http://dbpedia.org/resource/The_Hunchback_of_Notre_Dame_(1996_film),Drama Animation Family,The Amazing Spider-Man 2#Mr. Peabody & Sherman#Penguins of Madagascar#The Perfect Storm
11688,The Emperor's New Groove,http://dbpedia.org/resource/The_Emperor%27s_New_Groove,Adventure Animation Comedy Family Fantasy,Shrek Forever After#Shrek the Third#The Croods#The Smurfs
76163,The Expendables 2,http://dbpedia.org/resource/The_Expendables_2,Action Adventure Thriller,Quantum of Solace#Skyfall#Mission: Impossible - Rogue Nation#Mission: Impossible III#Die Another Day#The World Is Not Enough#Mission: Impossible II#Dante's Peak#Tomorrow Never Dies#Speed 2: Cruise Control#Casino Royale#Mission: Impossible - Ghost Protocol#Mission: Impossible (film)
2059,National Treasure,http://dbpedia.org/resource/National_Treasure_(film),Adventure Action Thriller Mystery,The Sorcerer's Apprentice
2486,Eragon,http://dbpedia.org/resource/Eragon_(film),Fantasy Action Adventure Family,The Last Airbender
16523,Where the Wild Things Are,http://dbpedia.org/resource/Where_the_Wild_Things_Are_(film),Family Fantasy,Wreck-It Ralph#Mission: Impossible III#The Aviator
116711,Epic,http://dbpedia.org/resource/Epic_(2013_film),Animation Adventure Family Fantasy,The Polar Express#How to Train Your Dragon
37710,The Tourist,http://dbpedia.org/resource/The_Tourist_(2010_film),Action Thriller Romance,Penguins of Madagascar
9946,End of Days,http://dbpedia.org/resource/End_of_Days_(film),Action Fantasy Horror Mystery,Wreck-It Ralph#Mission: Impossible III#White House Down#The Perfect Storm#How Do You Know#The Aviator#Casino Royale
1372,Blood Diamond,http://dbpedia.org/resource/Blood_Diamond_(film),Drama Thriller Action,White House Down#San Andreas
106646,The Wolf of Wall Street,http://dbpedia.org/resource/The_Wolf_of_Wall_Street_(2013_film),Crime Drama Comedy,Hugo#The Aviator
414,Batman Forever,http://dbpedia.org/resource/Batman_Forever,Action Crime Fantasy,Batman & Robin
56292,Mission: Impossible - Ghost Protocol,http://dbpedia.org/resource/Mission:_Impossible_-_Ghost_Protocol,Action Thriller Adventure,Mission: Impossible (film)
123,Mission: Impossible (film),http://dbpedia.org/resource/Mission:_Impossible_(film),Action Thriller Adventure,Quantum of Solace#Skyfall#Mission: Impossible - Rogue Nation#Mission: Impossible III#Die Another Day#The World Is Not Enough#Mission: Impossible II#Dante's Peak#Tomorrow Never Dies#Speed 2: Cruise Control#Casino Royale#The Expendables 2#Mission: Impossible - Ghost Protocol
